month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,28,432186.23,51862.35,False,0.0876
2025-08,29,474293.0,56915.16,False,0.1068
2025-09,28,446638.53,107193.25,True,0.125
2025-10,29,462670.95,55520.51,False,0.0997
2025-11,30,487102.95,116904.71,True,0.1408
2025-12,30,493754.36,118501.05,True,0.1342
2026-01,30,496521.47,119165.15,True,0.1599
2026-02,27,437128.15,104910.76,True,0.1517
2026-03,28,478111.62,57373.39,False,0.1551
2026-04,28,472455.45,56694.65,False,0.1821
2026-05,28,460165.21,110439.65,True,0.178
2026-06,26,430793.39,103390.41,True,0.1863
