tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,591374.74,591374.74,52790.29,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,518917.03,518917.03,84846.43,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,580802.14,580802.14,69216.71,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,629247.12,629247.12,61813.44,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,651109.12,651109.12,92904.59,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,578943.95,578943.95,85320.44,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,610301.51,610301.51,67740.01,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,602498.28,602498.28,48348.13,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,604965.79,604965.79,92091.24,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,612534.31,612534.31,83766.79,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,641530.98,641530.98,70887.3,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,584161.35,584161.35,73530.01,False
