tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-28,8,1812301.59,1812301.59,140700.89,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,1494019.9,1494019.9,143035.52,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,2037607.87,2037607.87,288384.2,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-12-03,13,1406747.37,1406747.37,147042.01,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-28,8,1144472.72,1144472.72,131126.82,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-31,11,1332758.52,1332758.52,160411.23,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-03-02,10,977613.89,977613.89,100271.53,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-04-02,13,2089025.94,2089025.94,215864.66,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-21,1,898440.29,955035.85,121932.22,True
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-25,5,1226474.42,1226474.42,108237.34,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-29,9,990509.7,990509.7,161513.51,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-23,3,705786.99,705786.99,74797.85,False
