month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,24,386981.9,46437.83,False,0.1066
2025-08,24,380631.52,45675.78,False,0.1116
2025-09,22,363517.6,43622.11,False,0.1076
2025-10,24,377615.58,90627.74,True,0.1136
2025-11,24,394257.13,94621.71,True,0.1074
2025-12,29,485588.04,58270.56,False,0.0921
2026-01,22,375782.88,90187.89,True,0.1068
2026-02,22,359488.78,86277.31,True,0.1238
2026-03,29,462710.54,111050.53,True,0.1083
2026-04,21,347133.16,41655.98,False,0.1129
2026-05,26,435809.55,104594.29,True,0.122
2026-06,22,369891.01,44386.92,False,0.093
