tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-25,5,1169679.37,1169679.37,172821.87,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-28,8,1365017.72,1365017.72,242138.3,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-23,3,1205044.61,1158409.28,118925.62,True
2025-10-01,GSTR-1/3B,2025-11-20,2025-12-02,12,1440933.29,1440933.29,145639.48,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,1620238.36,1620238.36,245802.94,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-21,1,1006366.65,1006366.65,123970.7,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-28,8,658581.66,658581.66,74942.04,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-27,7,1351051.61,1351051.61,173172.71,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-05-03,13,941693.24,941693.24,140571.62,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-24,4,1478179.83,1478179.83,177983.71,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-21,1,813712.56,813712.56,95315.91,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-28,8,1316580.0,1316580.0,87059.95,False
