tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-21,1,819355.89,819355.89,97570.6,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-21,1,858706.87,858706.87,114599.53,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,864854.1,864854.1,127039.61,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-21,1,1061202.65,1061202.65,126351.91,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-21,1,1006609.55,1006609.55,137693.43,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,1065729.37,1065729.37,111944.23,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-22,2,954674.22,954674.22,127858.07,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,977229.16,977229.16,117487.42,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-21,1,1001445.86,1001445.86,127102.22,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,936298.55,936298.55,99735.76,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,994150.58,994150.58,126215.39,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,958238.68,958238.68,154013.89,False
