month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,30,490310.4,117674.5,True,0.0965
2025-08,27,419646.62,100715.19,True,0.0885
2025-09,29,484241.01,116217.84,True,0.0839
2025-10,28,439537.61,105489.03,True,0.0949
2025-11,34,542902.78,130296.67,True,0.0906
2025-12,28,465794.64,111790.71,True,0.101
2026-01,33,534824.08,64178.89,False,0.085
2026-02,27,433229.25,103975.02,True,0.096
2026-03,28,451723.15,54206.78,False,0.1017
2026-04,30,484032.04,116167.69,True,0.092
2026-05,29,475163.31,114039.19,True,0.0884
2026-06,32,552849.9,132683.98,True,0.0845
