tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-30,10,1190250.41,1190250.41,123204.99,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,1811582.86,1811582.86,282638.72,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-26,6,1535205.67,1535205.67,166423.2,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-27,7,1557651.72,1557651.72,145200.77,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,1189023.12,1189023.12,143122.83,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-28,8,1261489.96,1261489.96,117979.84,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-21,1,2007643.56,2007643.56,261868.33,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-25,5,998696.42,1116551.33,104676.99,True
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-24,4,1553522.25,1553522.25,165241.7,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-21,1,1001668.87,1001668.87,129532.0,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,852835.19,852835.19,116859.9,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-21,1,746301.93,746301.93,55036.51,False
