tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,590401.17,590401.17,57946.72,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-22,2,585754.33,585754.33,67682.53,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,697527.28,697527.28,74705.48,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-21,1,726591.75,726591.75,94505.73,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,764496.44,764496.44,91712.63,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,731101.43,731101.43,91613.82,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,730117.9,730117.9,82806.94,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-23,3,728741.58,728741.58,60443.95,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-21,1,715796.66,715796.66,56959.06,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-21,1,730388.45,730388.45,78077.82,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-22,2,689406.48,689406.48,102592.96,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,772441.13,772441.13,82514.52,False
