tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,763902.98,763902.98,69786.31,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,753807.62,753807.62,93669.85,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,773544.0,773544.0,107731.92,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,816752.5,816752.5,101112.14,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,996318.52,996318.52,127794.73,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,863486.12,863486.12,113664.49,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,967807.83,967807.83,122285.72,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-21,1,850969.59,850969.59,58782.27,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,804588.03,804588.03,80876.61,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,793283.83,793283.83,88198.03,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,919481.36,919481.36,135957.67,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,796761.27,735002.64,86949.98,True
