date,closing_balance,bounce_count,emi_debit,overdraft_used
2025-07-01,228448.28,0,0.0,False
2025-07-02,262199.84,0,0.0,False
2025-07-03,274777.4,0,0.0,False
2025-07-04,286200.03,0,0.0,False
2025-07-05,266152.77,0,35000.0,False
2025-07-06,291418.95,0,0.0,False
2025-07-07,294982.53,0,0.0,False
2025-07-08,304640.77,0,0.0,False
2025-07-09,292695.49,0,0.0,False
2025-07-10,304277.27,0,0.0,False
2025-07-11,322345.72,0,0.0,False
2025-07-12,339497.15,0,0.0,False
2025-07-13,344417.35,0,0.0,False
2025-07-14,355473.13,0,0.0,False
2025-07-15,354126.38,0,0.0,False
2025-07-16,386364.75,0,0.0,False
2025-07-17,391441.59,0,0.0,False
2025-07-18,403990.94,0,0.0,False
2025-07-19,433141.83,0,0.0,False
2025-07-20,450478.79,0,0.0,False
2025-07-21,460901.06,0,0.0,False
2025-07-22,454892.1,0,0.0,False
2025-07-23,473665.75,0,0.0,False
2025-07-24,479750.58,0,0.0,False
2025-07-25,485122.44,0,0.0,False
2025-07-26,496198.35,0,0.0,False
2025-07-27,522505.46,1,0.0,False
2025-07-28,535045.45,0,0.0,False
2025-07-29,531714.85,0,0.0,False
2025-07-30,557642.58,0,0.0,False
2025-07-31,551407.23,0,0.0,False
2025-08-01,568404.29,0,0.0,False
2025-08-02,589927.63,0,0.0,False
2025-08-03,611024.31,0,0.0,False
2025-08-04,627112.96,0,0.0,False
2025-08-05,590808.7,0,35000.0,False
2025-08-06,603770.55,0,0.0,False
2025-08-07,599234.25,0,0.0,False
2025-08-08,606414.8,0,0.0,False
2025-08-09,610906.7,0,0.0,False
2025-08-10,619321.36,0,0.0,False
2025-08-11,630335.11,0,0.0,False
2025-08-12,637925.74,0,0.0,False
2025-08-13,668810.25,0,0.0,False
2025-08-14,685790.33,0,0.0,False
2025-08-15,715786.31,0,0.0,False
2025-08-16,714756.67,0,0.0,False
2025-08-17,711459.39,0,0.0,False
2025-08-18,759312.68,0,0.0,False
2025-08-19,745303.8,0,0.0,False
2025-08-20,770472.08,0,0.0,False
2025-08-21,792857.65,0,0.0,False
2025-08-22,798561.26,0,0.0,False
2025-08-23,811124.02,0,0.0,False
2025-08-24,837487.55,0,0.0,False
2025-08-25,826859.84,0,0.0,False
2025-08-26,819887.52,0,0.0,False
2025-08-27,847220.39,0,0.0,False
2025-08-28,855815.88,0,0.0,False
2025-08-29,864608.79,0,0.0,False
2025-08-30,883497.76,0,0.0,False
2025-08-31,876588.86,0,0.0,False
2025-09-01,881925.85,0,0.0,False
2025-09-02,876305.01,0,0.0,False
2025-09-03,881510.36,0,0.0,False
2025-09-04,890867.25,0,0.0,False
2025-09-05,855973.73,1,35000.0,False
2025-09-06,859546.85,0,0.0,False
2025-09-07,873615.99,0,0.0,False
2025-09-08,892316.79,0,0.0,False
2025-09-09,931974.6,0,0.0,False
2025-09-10,921786.77,0,0.0,False
2025-09-11,925025.69,0,0.0,False
2025-09-12,924619.07,0,0.0,False
2025-09-13,933213.03,0,0.0,False
2025-09-14,941482.44,0,0.0,False
2025-09-15,930853.06,0,0.0,False
2025-09-16,955804.06,1,0.0,False
2025-09-17,950592.28,0,0.0,False
2025-09-18,952433.26,0,0.0,False
2025-09-19,966016.51,0,0.0,False
2025-09-20,985224.14,0,0.0,False
2025-09-21,1019303.24,0,0.0,False
2025-09-22,1016998.81,0,0.0,False
2025-09-23,1029325.97,0,0.0,False
2025-09-24,1021814.9,0,0.0,False
2025-09-25,1066994.53,0,0.0,False
2025-09-26,1069765.17,0,0.0,False
2025-09-27,1094515.95,1,0.0,False
2025-09-28,1114481.21,0,0.0,False
2025-09-29,1147762.48,0,0.0,False
2025-09-30,1161429.55,0,0.0,False
2025-10-01,1183249.12,0,0.0,False
2025-10-02,1158129.32,0,0.0,False
2025-10-03,1178116.66,0,0.0,False
2025-10-04,1191621.61,0,0.0,False
2025-10-05,1152717.12,0,35000.0,False
2025-10-06,1145997.25,0,0.0,False
2025-10-07,1164720.89,0,0.0,False
2025-10-08,1178200.45,0,0.0,False
2025-10-09,1199399.15,0,0.0,False
2025-10-10,1201097.99,0,0.0,False
2025-10-11,1203088.51,0,0.0,False
2025-10-12,1210928.17,0,0.0,False
2025-10-13,1201808.16,0,0.0,False
2025-10-14,1225407.95,0,0.0,False
2025-10-15,1222324.07,0,0.0,False
2025-10-16,1232130.3,0,0.0,False
2025-10-17,1264636.67,0,0.0,False
2025-10-18,1280728.78,0,0.0,False
2025-10-19,1300479.81,0,0.0,False
2025-10-20,1303196.46,0,0.0,False
2025-10-21,1326184.43,0,0.0,False
2025-10-22,1334251.16,0,0.0,False
2025-10-23,1349809.35,0,0.0,False
2025-10-24,1351233.11,0,0.0,False
2025-10-25,1387762.46,0,0.0,False
2025-10-26,1416010.56,0,0.0,False
2025-10-27,1423892.48,0,0.0,False
2025-10-28,1441700.16,0,0.0,False
2025-10-29,1433840.98,0,0.0,False
2025-10-30,1459588.75,0,0.0,False
2025-10-31,1452366.52,0,0.0,False
2025-11-01,1450433.97,0,0.0,False
2025-11-02,1456848.95,0,0.0,False
2025-11-03,1488105.15,1,0.0,False
2025-11-04,1488832.66,0,0.0,False
2025-11-05,1447639.03,0,35000.0,False
2025-11-06,1464697.24,0,0.0,False
2025-11-07,1506716.84,0,0.0,False
2025-11-08,1510219.17,0,0.0,False
2025-11-09,1541186.41,0,0.0,False
2025-11-10,1540470.92,0,0.0,False
2025-11-11,1580197.49,0,0.0,False
2025-11-12,1598929.75,0,0.0,False
2025-11-13,1615462.3,0,0.0,False
2025-11-14,1636694.72,0,0.0,False
2025-11-15,1624958.71,0,0.0,False
2025-11-16,1615370.96,0,0.0,False
2025-11-17,1620620.64,0,0.0,False
2025-11-18,1622250.31,1,0.0,False
2025-11-19,1635553.68,0,0.0,False
2025-11-20,1634329.78,0,0.0,False
2025-11-21,1650003.49,0,0.0,False
2025-11-22,1676574.45,0,0.0,False
2025-11-23,1684459.53,0,0.0,False
2025-11-24,1655757.34,0,0.0,False
2025-11-25,1681781.04,0,0.0,False
2025-11-26,1677668.31,0,0.0,False
2025-11-27,1673002.34,0,0.0,False
2025-11-28,1702862.84,0,0.0,False
2025-11-29,1722077.57,1,0.0,False
2025-11-30,1738324.65,0,0.0,False
2025-12-01,1736515.77,0,0.0,False
2025-12-02,1753535.25,0,0.0,False
2025-12-03,1788143.25,0,0.0,False
2025-12-04,1784919.44,0,0.0,False
2025-12-05,1752237.76,0,35000.0,False
2025-12-06,1754147.2,0,0.0,False
2025-12-07,1764542.73,0,0.0,False
2025-12-08,1780983.16,0,0.0,False
2025-12-09,1776113.96,0,0.0,False
2025-12-10,1803057.64,0,0.0,False
2025-12-11,1818870.19,0,0.0,False
2025-12-12,1854969.16,0,0.0,False
2025-12-13,1867729.25,0,0.0,False
2025-12-14,1863634.73,0,0.0,False
2025-12-15,1857933.69,0,0.0,False
2025-12-16,1869164.85,0,0.0,False
2025-12-17,1883985.09,0,0.0,False
2025-12-18,1900133.14,0,0.0,False
2025-12-19,1939758.35,0,0.0,False
2025-12-20,1938855.67,0,0.0,False
2025-12-21,1937856.68,0,0.0,False
2025-12-22,1923973.24,0,0.0,False
2025-12-23,1915077.18,0,0.0,False
2025-12-24,1924984.56,0,0.0,False
2025-12-25,1944955.69,0,0.0,False
2025-12-26,1949977.98,0,0.0,False
2025-12-27,1984763.65,0,0.0,False
2025-12-28,1962260.25,0,0.0,False
2025-12-29,1980007.13,0,0.0,False
2025-12-30,1987009.77,0,0.0,False
2025-12-31,2011330.74,0,0.0,False
2026-01-01,2010750.34,0,0.0,False
2026-01-02,2013046.72,0,0.0,False
2026-01-03,2019428.71,0,0.0,False
2026-01-04,2025969.67,0,0.0,False
2026-01-05,2021815.04,0,35000.0,False
2026-01-06,2044664.34,0,0.0,False
2026-01-07,2085134.44,0,0.0,False
2026-01-08,2101924.52,0,0.0,False
2026-01-09,2112064.4,0,0.0,False
2026-01-10,2130418.31,0,0.0,False
2026-01-11,2136140.04,0,0.0,False
2026-01-12,2151714.26,0,0.0,False
2026-01-13,2152241.67,0,0.0,False
2026-01-14,2151057.11,0,0.0,False
2026-01-15,2154712.21,0,0.0,False
2026-01-16,2173367.03,0,0.0,False
2026-01-17,2191643.06,1,0.0,False
2026-01-18,2188813.39,0,0.0,False
2026-01-19,2194594.17,0,0.0,False
2026-01-20,2204664.31,0,0.0,False
2026-01-21,2239406.46,0,0.0,False
2026-01-22,2262004.51,0,0.0,False
2026-01-23,2257085.44,0,0.0,False
2026-01-24,2297037.96,0,0.0,False
2026-01-25,2298690.87,0,0.0,False
2026-01-26,2299781.94,0,0.0,False
2026-01-27,2336641.02,0,0.0,False
2026-01-28,2356618.93,0,0.0,False
2026-01-29,2337157.96,0,0.0,False
2026-01-30,2374899.1,0,0.0,False
2026-01-31,2399528.54,0,0.0,False
2026-02-01,2402746.98,0,0.0,False
2026-02-02,2394240.59,0,0.0,False
2026-02-03,2401028.91,0,0.0,False
2026-02-04,2405957.04,0,0.0,False
2026-02-05,2359379.05,0,35000.0,False
2026-02-06,2388524.99,0,0.0,False
2026-02-07,2365977.42,0,0.0,False
2026-02-08,2386106.08,0,0.0,False
2026-02-09,2416673.21,0,0.0,False
2026-02-10,2424732.21,0,0.0,False
2026-02-11,2425545.76,0,0.0,False
2026-02-12,2446150.47,0,0.0,False
2026-02-13,2489001.25,0,0.0,False
2026-02-14,2512201.98,0,0.0,False
2026-02-15,2516469.55,0,0.0,False
2026-02-16,2528809.84,0,0.0,False
2026-02-17,2541786.91,0,0.0,False
2026-02-18,2536450.21,0,0.0,False
2026-02-19,2543334.09,0,0.0,False
2026-02-20,2555086.77,0,0.0,False
2026-02-21,2584127.01,0,0.0,False
2026-02-22,2588866.84,0,0.0,False
2026-02-23,2606230.12,0,0.0,False
2026-02-24,2610431.12,0,0.0,False
2026-02-25,2628283.21,0,0.0,False
2026-02-26,2663960.66,0,0.0,False
2026-02-27,2670601.38,0,0.0,False
2026-02-28,2694330.27,0,0.0,False
2026-03-01,2713466.89,0,0.0,False
2026-03-02,2742960.45,0,0.0,False
2026-03-03,2745153.78,0,0.0,False
2026-03-04,2757474.77,0,0.0,False
2026-03-05,2730369.61,0,35000.0,False
2026-03-06,2731991.17,0,0.0,False
2026-03-07,2765333.34,0,0.0,False
2026-03-08,2801073.19,0,0.0,False
2026-03-09,2852008.1,0,0.0,False
2026-03-10,2870322.51,0,0.0,False
2026-03-11,2893284.99,0,0.0,False
2026-03-12,2894855.05,0,0.0,False
2026-03-13,2903727.86,0,0.0,False
2026-03-14,2899613.45,0,0.0,False
2026-03-15,2913462.1,0,0.0,False
2026-03-16,2913712.34,0,0.0,False
2026-03-17,2943021.59,0,0.0,False
2026-03-18,2965303.55,0,0.0,False
2026-03-19,2972720.3,0,0.0,False
2026-03-20,2987427.27,0,0.0,False
2026-03-21,2986153.84,0,0.0,False
2026-03-22,3001290.09,0,0.0,False
2026-03-23,3010625.97,0,0.0,False
2026-03-24,3027147.55,0,0.0,False
