month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,41,664199.69,159407.93,True,0.0285
2025-08,41,668701.77,160488.42,True,0.0303
2025-09,42,668323.88,160397.73,True,0.0279
2025-10,44,676749.07,162419.78,True,0.0056
2025-11,48,806268.35,193504.4,True,0.0345
2025-12,45,724682.93,173923.9,True,0.0184
2026-01,43,712081.78,170899.63,True,0.0188
2026-02,43,713497.76,171239.46,True,0.0165
2026-03,46,785303.49,188472.84,True,0.0209
2026-04,44,731953.22,175668.77,True,0.0128
2026-05,47,817861.03,196286.65,True,0.0299
2026-06,44,743543.41,178450.42,True,0.0336
