date,inflow_amount,outflow_amount,transaction_count,unique_counterparty_count,refund_rate
2025-07-01,390678.32,313105.85,9,9,0.0219
2025-07-02,443355.19,348993.88,9,7,0.0204
2025-07-03,310247.37,239591.35,5,4,0.023
2025-07-04,218064.13,182250.92,9,7,0.0201
2025-07-05,123044.59,96950.75,5,2,0.0243
2025-07-06,129422.67,109088.29,1,2,0.025
2025-07-07,137739.55,109487.03,4,2,0.0245
2025-07-08,402952.36,301992.88,7,7,0.022
2025-07-09,315349.83,267226.44,6,5,0.0271
2025-07-10,327292.54,272463.14,7,6,0.0243
2025-07-11,264403.57,211611.19,0,3,0.0257
2025-07-12,187333.11,151214.73,2,8,0.0249
2025-07-13,164870.4,123608.44,7,2,0.0252
2025-07-14,551057.02,447510.57,11,7,0.0297
2025-07-15,199535.98,162395.49,1,2,0.0262
2025-07-16,245795.53,203164.63,5,5,0.024
2025-07-17,820172.25,613917.58,14,13,0.0244
2025-07-18,386868.21,310810.06,7,8,0.0261
2025-07-19,103391.11,85380.78,5,5,0.0252
2025-07-20,162582.09,136671.99,5,0,0.024
2025-07-21,304744.28,247349.66,6,4,0.0286
2025-07-22,451771.04,359641.28,11,7,0.0204
2025-07-23,275341.06,222584.45,7,5,0.0251
2025-07-24,455745.42,353913.79,4,11,0.0232
2025-07-25,577017.18,459866.03,7,9,0.0302
2025-07-26,172358.79,144719.68,5,4,0.0219
2025-07-27,149362.39,131608.7,4,1,0.0259
2025-07-28,143121.13,105453.23,5,1,0.0241
2025-07-29,263546.74,201775.43,5,4,0.0237
2025-07-30,0.0,0.0,0,0,0.0
2025-07-31,660629.99,542158.57,10,10,0.0216
2025-08-01,295857.39,236510.39,5,7,0.0211
2025-08-02,126570.62,103605.85,3,1,0.0292
2025-08-03,85317.9,65283.43,5,1,0.0213
2025-08-04,412538.2,325775.19,7,7,0.0261
2025-08-05,136823.45,109096.58,6,1,0.0174
2025-08-06,374760.55,287091.24,11,8,0.0268
2025-08-07,0.0,0.0,0,0,0.0
2025-08-08,184994.5,137666.35,7,2,0.02
2025-08-09,93670.18,72521.58,4,1,0.0228
2025-08-10,95703.58,72821.08,4,3,0.0222
2025-08-11,750173.27,631524.77,13,8,0.0226
2025-08-12,0.0,0.0,0,0,0.0
2025-08-13,355513.26,302906.38,4,11,0.0243
2025-08-14,330599.8,262944.32,4,4,0.0265
2025-08-15,159796.2,124966.54,4,4,0.0206
2025-08-16,513954.68,408480.35,8,7,0.0238
2025-08-17,389066.85,349525.01,8,8,0.0228
2025-08-18,0.0,0.0,0,0,0.0
2025-08-19,425597.22,346386.05,8,14,0.0272
2025-08-20,394033.35,319585.11,15,5,0.0253
2025-08-21,573378.39,460069.44,7,12,0.0234
2025-08-22,494680.63,406490.56,7,8,0.0264
2025-08-23,141978.55,110788.07,6,2,0.0288
2025-08-24,198733.92,171837.69,9,6,0.0227
2025-08-25,712066.92,522626.04,6,8,0.0293
2025-08-26,357906.47,281182.2,9,9,0.0278
2025-08-27,298631.95,232425.4,4,4,0.024
2025-08-28,351751.83,272209.91,10,11,0.0265
2025-08-29,475964.72,374088.83,8,6,0.0237
2025-08-30,188802.69,132820.55,3,1,0.0241
2025-08-31,61962.6,52904.57,6,2,0.0245
2025-09-01,509396.71,419456.73,13,8,0.0285
2025-09-02,137459.9,99750.95,2,3,0.0219
2025-09-03,762008.61,636235.55,14,23,0.0242
2025-09-04,295884.73,256718.68,5,4,0.0162
2025-09-05,221768.58,178663.68,1,2,0.0307
2025-09-06,86568.1,75357.38,3,2,0.0279
2025-09-07,332253.47,268888.89,8,1,0.0258
2025-09-08,478598.93,395737.17,7,7,0.0261
2025-09-09,238690.37,181606.59,6,4,0.0258
2025-09-10,277671.16,205384.95,5,10,0.0214
2025-09-11,1149241.03,896823.86,15,11,0.0187
2025-09-12,212571.34,158328.59,6,2,0.0227
2025-09-13,166723.61,131500.84,6,4,0.024
2025-09-14,0.0,0.0,0,0,0.0
2025-09-15,0.0,0.0,0,0,0.0
2025-09-16,152667.74,124950.01,2,5,0.0215
2025-09-17,0.0,0.0,0,0,0.0
2025-09-18,460082.49,375258.4,7,5,0.0241
2025-09-19,363477.32,285230.09,9,8,0.0279
