tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,1137652.37,1137652.37,102869.38,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-30,10,1916266.4,1916266.4,223073.32,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-27,7,2070250.52,2070250.52,227570.67,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-29,9,2224493.55,2224493.55,306330.57,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-25,5,1652572.45,1652572.45,136807.48,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-25,5,2077890.24,1997761.15,202553.23,True
2026-01-01,GSTR-1/3B,2026-02-20,2026-03-04,12,1206610.98,1206610.98,144468.65,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-25,5,1454744.13,1454744.13,205246.45,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-29,9,1512393.19,1512393.19,192401.17,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-27,7,1693324.89,1693324.89,196426.24,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-28,8,1877927.04,1877927.04,196683.14,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-28,8,1140194.97,1140194.97,123992.4,False
