tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-24,4,743787.93,743787.93,98792.3,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-24,4,765067.37,765067.37,100505.98,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-25,5,672738.53,672738.53,82735.86,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-22,2,768583.6,810005.2,80308.05,True
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-26,6,813785.48,813785.48,105351.08,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-21,1,688807.24,688807.24,101898.32,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-23,3,676201.1,676201.1,63809.51,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-24,4,707834.11,707834.11,81171.33,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-22,2,653745.95,653745.95,83821.2,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-28,8,632045.83,632045.83,79447.72,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-28,8,606088.38,533514.6,66340.3,True
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,575025.52,575025.52,80848.6,False
