tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,932094.36,932094.36,122327.12,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,927541.22,927541.22,94985.92,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,957662.61,957662.61,123978.69,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,1098625.81,1098625.81,152865.98,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,1101196.69,1101196.69,106307.45,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,1049880.66,1049880.66,111222.84,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-21,1,992522.12,992522.12,71728.53,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,1035473.38,1035473.38,122112.37,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-21,1,1150708.41,1150708.41,140752.96,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,1031231.78,1031231.78,121763.9,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-21,1,1074301.3,1074301.3,136227.13,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-21,1,970973.76,970973.76,124619.31,False
