month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,35,557979.61,133915.11,True,0.0091
2025-08,33,526937.52,126465.0,True,0.0259
2025-09,33,547871.26,65744.55,False,0.0146
2025-10,38,623811.05,149714.65,True,0.025
2025-11,40,659315.87,79117.9,False,0.0229
2025-12,37,592771.32,142265.12,True,0.0261
2026-01,37,586594.37,140782.65,True,0.0327
2026-02,37,609727.56,146334.61,True,0.0168
2026-03,36,594347.73,142643.46,True,0.0385
2026-04,35,591876.93,142050.46,True,0.0273
2026-05,35,590588.29,141741.19,True,0.0115
2026-06,35,578356.21,138805.49,True,0.0157
