month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,23,373106.89,89545.65,True,0.085
2025-08,23,356518.7,85564.49,True,0.092
2025-09,24,394565.11,94695.63,True,0.0987
2025-10,24,376789.91,90429.58,True,0.1233
2025-11,25,398835.4,95720.5,True,0.1343
2025-12,24,388981.61,93355.59,True,0.1307
2026-01,23,378785.25,90908.46,True,0.1442
2026-02,23,374669.7,44960.36,False,0.1621
2026-03,23,390360.97,93686.63,True,0.1479
2026-04,23,375674.03,45080.88,False,0.1777
2026-05,23,383285.15,91988.44,True,0.1862
2026-06,22,376711.7,90410.81,True,0.1758
