tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-24,4,2139204.52,2139204.52,262622.89,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-10-05,15,799557.5,799557.5,112064.06,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-11-13,24,2219741.75,2219741.75,181342.23,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-27,7,1609507.78,1609507.78,159832.19,False
2025-11-01,GSTR-1/3B,2025-12-20,2026-01-13,24,895248.21,895248.21,102854.03,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-21,1,2130991.59,2130991.59,280481.56,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,1773251.22,1773251.22,208961.74,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-26,6,1140323.84,1140323.84,148757.83,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-05-11,21,1594440.22,1594440.22,170857.61,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-28,8,1448058.81,1448058.81,175301.8,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-07-05,15,2657524.36,2657524.36,363773.88,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,1546059.87,1718762.49,193459.25,True
