month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,41,649221.76,155813.22,True,0.1451
2025-08,40,642766.35,77131.96,False,0.164
2025-09,40,659127.93,158190.7,True,0.1322
2025-10,44,703717.01,168892.08,True,0.149
2025-11,39,637139.96,152913.59,True,0.1467
2025-12,35,563003.36,135120.81,True,0.1501
2026-01,33,545833.48,131000.04,True,0.1499
2026-02,44,739021.78,177365.23,True,0.1486
2026-03,37,598481.4,143635.54,True,0.151
2026-04,47,776434.42,186344.26,True,0.1463
2026-05,34,561629.31,134791.03,True,0.1381
2026-06,32,540348.62,129683.67,True,0.1336
