month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,26,422046.41,101291.14,True,0.05
2025-08,28,453109.03,108746.17,True,0.0746
2025-09,30,473254.96,113581.19,True,0.0527
2025-10,33,519438.27,124665.18,True,0.0583
2025-11,33,532716.3,127851.91,True,0.0584
2025-12,31,486202.18,116688.52,True,0.0691
2026-01,32,518619.58,124468.7,True,0.0643
2026-02,33,558966.74,134152.02,True,0.0563
2026-03,32,528415.35,126819.68,True,0.0671
2026-04,29,477592.87,114622.29,True,0.0502
2026-05,29,482974.36,115913.85,True,0.0416
2026-06,29,472350.37,113364.09,True,0.0584
