tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,357179.23,357179.23,48135.16,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-21,1,399088.3,399088.3,62504.05,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,438415.41,438415.41,31233.71,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-21,1,423526.64,423526.64,50293.32,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,483946.24,483946.24,54955.23,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-22,2,412679.45,412679.45,57456.93,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,439189.17,439189.17,50700.43,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,444007.46,444007.46,54787.67,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-22,2,467302.66,467302.66,54552.48,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-21,1,427186.52,427186.52,48659.85,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,441797.46,441797.46,47542.18,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,447634.36,447634.36,65128.1,False
