month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,36,594111.1,142586.66,True,0.0836
2025-08,35,564558.89,135494.13,True,0.1069
2025-09,35,566641.9,135994.06,True,0.1272
2025-10,38,608592.17,146062.12,True,0.1206
2025-11,40,645767.15,154984.12,True,0.138
2025-12,37,592016.5,142083.96,True,0.1603
2026-01,35,558161.47,133958.75,True,0.1585
2026-02,35,583263.76,139983.3,True,0.1692
2026-03,33,553692.77,132886.26,True,0.1876
2026-04,34,558716.33,134091.92,True,0.1966
2026-05,33,552888.96,66346.68,False,0.2126
2026-06,35,574718.73,68966.25,False,0.2324
