tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-27,7,817101.64,817101.64,110681.85,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-10-01,11,778414.04,778414.04,99916.12,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-22,2,847337.96,847337.96,85151.13,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-12-03,13,898846.0,898846.0,110912.98,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-24,4,839766.09,739149.55,112205.1,True
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-21,1,790963.08,735649.5,113013.5,True
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-21,1,746486.27,746486.27,95606.31,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-21,1,688753.5,688753.5,89888.83,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-05-04,14,746552.19,783724.35,89177.68,True
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-30,10,693624.95,651643.97,78985.74,True
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-28,8,645272.21,645272.21,77904.03,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-31,11,607927.25,607927.25,84099.6,False
