date,inflow_amount,outflow_amount,transaction_count,unique_counterparty_count,refund_rate
2025-07-01,299658.25,234108.99,9,8,0.022
2025-07-02,223864.0,162435.87,12,4,0.031
2025-07-03,258410.98,219214.85,4,9,0.026
2025-07-04,284624.02,235881.56,4,4,0.0224
2025-07-05,129168.24,105925.58,7,1,0.0206
2025-07-06,105265.5,87970.56,8,0,0.0287
2025-07-07,268584.29,204114.43,4,3,0.0217
2025-07-08,317283.09,230335.45,6,5,0.0225
2025-07-09,180155.34,145835.51,5,2,0.019
2025-07-10,246758.2,170073.26,5,2,0.028
2025-07-11,270675.32,202394.81,6,4,0.0292
2025-07-12,110678.01,90458.96,1,2,0.0257
2025-07-13,94923.41,79971.38,8,2,0.0247
2025-07-14,259091.07,200879.38,4,3,0.0259
2025-07-15,0.0,0.0,0,0,0.0
2025-07-16,359588.73,273257.85,10,8,0.0216
2025-07-17,186624.55,143794.61,4,3,0.023
2025-07-18,315071.22,274068.73,8,8,0.0238
2025-07-19,137520.3,112747.95,1,4,0.0259
2025-07-20,125373.27,99616.72,8,4,0.0263
2025-07-21,264119.61,206265.98,5,6,0.0208
2025-07-22,208702.06,177588.61,3,4,0.0213
2025-07-23,248428.9,200846.93,5,5,0.0181
2025-07-24,227353.92,183636.53,2,1,0.0244
2025-07-25,236693.71,183799.05,8,5,0.0201
2025-07-26,151851.01,122777.69,5,2,0.0181
2025-07-27,117128.84,92333.62,4,2,0.0207
2025-07-28,258017.37,208286.81,7,4,0.0204
2025-07-29,295888.34,234589.69,5,8,0.0258
2025-07-30,317658.0,237899.07,2,11,0.0235
2025-07-31,219489.6,165400.94,1,6,0.0198
2025-08-01,245570.8,206712.16,7,4,0.0193
2025-08-02,133578.38,103744.97,5,1,0.0172
2025-08-03,132541.98,103748.79,1,2,0.0226
2025-08-04,216676.91,175290.98,11,5,0.0197
2025-08-05,287785.99,237039.98,6,4,0.021
2025-08-06,168140.67,131881.5,6,3,0.0249
2025-08-07,242149.04,189456.61,7,3,0.0234
2025-08-08,289053.7,235625.08,7,6,0.0242
2025-08-09,0.0,0.0,0,0,0.0
2025-08-10,106534.36,77529.74,4,4,0.024
2025-08-11,279968.98,231507.75,6,4,0.0194
2025-08-12,266624.76,223155.73,4,3,0.0138
2025-08-13,280815.19,229417.0,9,5,0.0205
2025-08-14,270427.52,213843.43,3,6,0.0223
2025-08-15,225888.47,162315.85,6,4,0.0238
2025-08-16,125702.24,99372.95,3,2,0.0248
2025-08-17,98014.28,84974.27,2,1,0.0247
2025-08-18,387014.36,277479.88,9,10,0.0215
2025-08-19,207136.82,165691.33,6,4,0.0245
2025-08-20,286091.77,225340.39,7,4,0.0233
2025-08-21,0.0,0.0,0,0,0.0
2025-08-22,180109.25,142995.3,7,6,0.0243
2025-08-23,113484.39,90127.0,1,3,0.0219
2025-08-24,144573.23,120326.33,3,2,0.0201
2025-08-25,351756.31,275194.29,9,6,0.0198
2025-08-26,181981.05,155309.32,6,7,0.0204
2025-08-27,279880.35,225217.41,4,13,0.0211
2025-08-28,247642.62,210983.73,4,4,0.0198
2025-08-29,317856.03,246353.6,7,9,0.0214
2025-08-30,92090.46,75619.05,6,1,0.0253
2025-08-31,178962.26,151768.85,4,5,0.0208
2025-09-01,217709.68,167980.02,5,3,0.0217
2025-09-02,380583.27,292854.61,7,4,0.0221
2025-09-03,269098.04,230514.35,4,6,0.0226
2025-09-04,271863.84,234454.02,6,10,0.0228
2025-09-05,285665.65,245509.83,4,9,0.0263
2025-09-06,154602.85,121565.35,4,2,0.0241
2025-09-07,112911.35,86895.04,6,2,0.017
2025-09-08,323475.41,266061.56,5,11,0.019
2025-09-09,341764.0,254702.68,7,11,0.0243
2025-09-10,160701.77,128383.31,3,4,0.0273
2025-09-11,271550.5,221885.52,9,8,0.0253
2025-09-12,279145.85,213177.41,9,7,0.0272
2025-09-13,94607.36,73988.46,5,2,0.023
2025-09-14,128569.39,105421.0,3,0,0.025
2025-09-15,213822.64,171164.55,2,6,0.021
2025-09-16,225916.01,173584.62,1,3,0.0236
2025-09-17,204188.3,159099.79,3,5,0.0262
2025-09-18,238323.72,186201.99,7,3,0.0264
2025-09-19,254125.95,188988.33,6,3,0.0248
2025-09-20,92108.09,75352.53,7,2,0.0242
2025-09-21,146691.42,121671.66,5,3,0.0256
2025-09-22,215354.73,171994.61,8,2,0.0138
2025-09-23,234204.56,201641.44,2,6,0.0275
2025-09-24,273816.23,217146.12,6,12,0.0239
2025-09-25,246421.37,202245.38,5,4,0.0192
2025-09-26,249762.22,186732.83,4,6,0.0196
2025-09-27,102660.41,79302.08,3,2,0.0195
2025-09-28,89371.24,70894.84,3,1,0.0253
2025-09-29,321200.28,263113.81,2,8,0.0218
2025-09-30,286117.54,255054.64,9,7,0.0257
2025-10-01,285309.48,222724.42,6,4,0.0254
2025-10-02,296292.64,224265.89,9,8,0.02
2025-10-03,222121.83,178399.78,4,7,0.0188
