month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,26,403325.27,48399.03,False,0.096
2025-08,27,410996.64,98639.19,True,0.103
2025-09,27,420252.0,50430.24,False,0.104
2025-10,29,464648.92,111515.74,True,0.107
2025-11,31,508059.89,60967.19,False,0.1122
2025-12,27,452553.56,108612.85,True,0.1163
2026-01,28,454638.42,109113.22,True,0.1334
2026-02,27,449737.01,53968.44,False,0.1481
2026-03,26,418660.69,100478.57,True,0.1603
2026-04,26,438108.19,105145.97,True,0.1629
2026-05,26,415616.14,49873.94,False,0.1737
2026-06,26,445616.52,106947.96,True,0.1788
