tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,808212.27,808212.27,63398.3,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,801885.08,801885.08,63339.15,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,897665.9,897665.9,85744.76,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,896899.04,896899.04,115538.07,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-21,1,876780.6,876780.6,83998.38,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-21,1,884874.23,884874.23,96065.54,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,859630.66,859630.66,101617.64,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,863608.03,863608.03,104789.93,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,859239.97,859239.97,106216.62,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,892601.69,892601.69,144531.2,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-21,1,846948.09,846948.09,125935.05,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-21,1,730145.95,730145.95,80670.05,False
