month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,28,453728.43,108894.82,True,0.0308
2025-08,28,460850.17,110604.04,True,0.0263
2025-09,28,433509.29,104042.23,True,0.017
2025-10,31,511715.58,122811.74,True,0.0315
2025-11,30,487204.96,116929.19,True,0.023
2025-12,30,503820.78,120916.99,True,0.0271
2026-01,31,513498.82,123239.72,True,0.0163
2026-02,31,494855.08,118765.22,True,0.0307
2026-03,31,523444.04,125626.57,True,0.0248
2026-04,29,474035.96,113768.63,True,0.0375
2026-05,32,526022.82,126245.48,True,0.0088
2026-06,30,500984.33,120236.24,True,0.0102
