tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-22,2,624491.74,624491.74,72383.09,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,630319.96,630319.96,73982.62,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-22,2,636156.7,636156.7,87315.91,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-22,2,763414.22,763414.22,97650.91,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,818118.7,818118.7,94954.04,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-21,1,645892.24,645892.24,86439.07,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-22,2,713835.75,713835.75,59325.3,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-22,2,664526.41,664526.41,80129.43,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,712946.27,712946.27,100497.25,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,649051.31,710861.1,98606.22,True
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,746207.9,746207.9,74129.12,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-21,1,675405.7,675405.7,87255.75,False
