tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-29,9,1193284.41,1193284.41,125316.51,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-23,3,1192534.25,1192534.25,190181.16,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-27,7,1098842.06,1098842.06,126957.02,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-29,9,1315614.62,1315614.62,161639.87,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-30,10,1191176.44,1191176.44,120726.34,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-02-01,12,1210922.91,1210922.91,161787.36,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-26,6,1131198.08,1131198.08,138016.3,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-04-05,16,1189572.95,1189572.95,156452.88,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-05-01,11,1143216.12,1143216.12,168359.22,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-06-01,12,1053663.08,1053663.08,138439.7,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-28,8,992685.74,1027437.61,136660.29,True
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-27,7,1052016.23,1052016.23,156688.84,False
