month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,12,196817.68,47236.24,True,0.1346
2025-08,11,179422.86,43061.49,True,0.1169
2025-09,12,196115.52,47067.72,True,0.1471
2025-10,13,212132.25,50911.74,True,0.1517
2025-11,12,198373.35,47609.6,True,0.1619
2025-12,12,198642.08,47674.1,True,0.166
2026-01,11,182387.48,43773.0,True,0.1721
2026-02,11,180255.87,21630.7,False,0.1721
2026-03,11,182899.15,21947.9,False,0.176
2026-04,11,182635.75,43832.58,True,0.1953
2026-05,10,166800.99,40032.24,True,0.2016
2026-06,11,180447.65,43307.44,True,0.2056
