month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,20,327867.15,78688.12,True,0.0268
2025-08,20,332890.56,79893.73,True,0.0161
2025-09,20,318003.73,76320.9,True,0.032
2025-10,22,360809.98,43297.2,False,0.0289
2025-11,22,364307.42,87433.78,True,0.0425
2025-12,22,377242.6,90538.22,True,0.0217
2026-01,21,331316.56,79515.97,True,0.0311
2026-02,21,358751.64,86100.39,True,0.0281
2026-03,22,365862.63,87807.03,True,0.0323
2026-04,22,358796.14,86111.07,True,0.0452
2026-05,22,362951.75,87108.42,True,0.0399
2026-06,23,381284.48,91508.28,True,0.0613
