tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,653197.44,653197.44,89539.32,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,687182.66,687182.66,89137.64,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-22,2,640741.11,640741.11,58494.62,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,869696.15,869696.15,108605.14,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-22,2,818767.38,818767.38,138403.28,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-21,1,703202.76,703202.76,63194.94,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-22,2,805595.47,805595.47,131190.42,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-21,1,751441.83,751441.83,72772.88,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-21,1,751511.0,751511.0,97049.4,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-22,2,733296.0,733296.0,84350.66,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-21,1,760107.34,760107.34,110971.56,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-21,1,723111.57,723111.57,55586.08,False
