month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,35,550131.44,132031.55,True,0.0231
2025-08,34,572263.97,137343.35,True,0.0027
2025-09,37,593396.87,142415.25,True,0.0087
2025-10,39,640736.97,153776.87,True,0.013
2025-11,40,667518.82,160204.52,True,0.0135
2025-12,37,593515.43,142443.7,True,0.0083
2026-01,36,577508.85,138602.12,True,0.0239
2026-02,40,661968.19,158872.37,True,0.0092
2026-03,38,632947.48,151907.4,True,0.0173
2026-04,38,649721.23,155933.1,True,0.0034
2026-05,38,630553.01,151332.72,True,0.015
2026-06,38,635880.48,152611.32,True,0.0234
