month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,18,284068.57,68176.46,True,0.0951
2025-08,18,294349.11,70643.79,True,0.1001
2025-09,19,311396.24,74735.1,True,0.0892
2025-10,23,368329.72,88399.13,True,0.0973
2025-11,24,395411.28,94898.71,True,0.1002
2025-12,22,353672.44,84881.39,True,0.1025
2026-01,22,356104.71,85465.13,True,0.0962
2026-02,22,358543.64,86050.47,True,0.1032
2026-03,21,356482.24,42777.87,False,0.1028
2026-04,20,334977.92,40197.35,False,0.1019
2026-05,20,316841.98,76042.08,True,0.0874
2026-06,20,324556.9,77893.66,True,0.1143
