tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,696110.82,696110.82,81984.64,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,736579.54,736579.54,95651.43,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,899463.92,899463.92,93225.64,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,1104846.84,1104846.84,122413.87,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,1247460.19,1247460.19,165195.36,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,988373.62,988373.62,167241.22,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,998318.27,998318.27,140711.75,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-21,1,973999.95,973999.95,98000.52,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,964784.75,964784.75,98726.16,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,960257.4,960257.4,133515.49,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-24,4,840391.72,840391.72,72847.08,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,788283.97,788283.97,98646.03,False
