tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,1221329.16,1221329.16,151549.89,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-21,1,1144274.99,1144274.99,145894.61,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,1175937.14,1175937.14,170563.97,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,1358612.61,1358612.61,183098.5,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,1466793.79,1466793.79,238601.35,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,1213028.75,1213028.75,172692.48,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,1245354.66,1245354.66,211129.59,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-21,1,1453864.52,1453864.52,175873.35,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-26,6,1242098.48,1242098.48,160447.31,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,1392881.83,1392881.83,187391.18,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,1298579.5,1298579.5,142738.87,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,1446864.47,1446864.47,206254.63,False
