tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-09-02,13,841236.03,841236.03,108876.21,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-25,5,802619.64,802619.64,87176.1,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-26,6,761012.42,761012.42,63591.12,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-29,9,789130.37,789130.37,99187.09,False
2025-11-01,GSTR-1/3B,2025-12-20,2026-01-02,13,782499.54,782499.54,102495.04,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-31,11,755861.66,755861.66,94631.69,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-03-08,16,756946.93,756946.93,98892.8,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-04-01,12,733367.49,733367.49,85905.08,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-26,6,704828.51,704828.51,91978.4,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-30,10,685014.66,685014.66,75195.01,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-07-04,14,620085.3,620085.3,70069.83,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-08-04,15,694428.47,694428.47,77902.2,False
