month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,29,453453.02,108828.72,True,0.173
2025-08,31,516911.27,62029.35,False,0.1863
2025-09,30,500317.6,60038.11,False,0.1926
2025-10,29,445630.49,53475.66,False,0.1997
2025-11,29,469289.09,112629.38,True,0.2072
2025-12,28,459827.77,55179.33,False,0.2125
2026-01,29,464414.36,111459.45,True,0.219
2026-02,28,452705.33,108649.28,True,0.2239
2026-03,28,465540.47,55864.86,False,0.2323
2026-04,27,453077.74,108738.66,True,0.2503
2026-05,26,436712.35,52405.48,False,0.2468
2026-06,26,426020.15,102244.84,True,0.2544
