month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,31,490014.57,117603.5,True,0.026
2025-08,32,520246.11,124859.07,True,0.0333
2025-09,33,533405.99,128017.44,True,0.0315
2025-10,33,532205.35,127729.28,True,0.0285
2025-11,36,575987.44,138236.99,True,0.0404
2025-12,34,540223.94,129653.75,True,0.036
2026-01,34,549091.47,131781.95,True,0.0267
2026-02,35,609299.01,146231.76,True,0.0338
2026-03,35,597134.64,143312.31,True,0.0366
2026-04,35,593847.65,142523.44,True,0.0245
2026-05,37,597555.19,143413.25,True,0.0264
2026-06,33,540519.69,129724.73,True,0.0211
