month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,13,217682.01,52243.68,True,0.0363
2025-08,14,226512.51,54363.0,True,0.0565
2025-09,15,242969.35,58312.64,True,0.045
2025-10,16,255430.22,30651.63,False,0.0465
2025-11,16,254464.15,61071.4,True,0.0636
2025-12,16,254283.45,30514.01,False,0.0525
2026-01,15,241529.12,57966.99,True,0.0549
2026-02,15,252598.22,60623.57,True,0.0437
2026-03,16,257958.67,61910.08,True,0.0445
2026-04,16,263097.41,63143.38,True,0.0387
2026-05,16,262554.18,63013.0,True,0.0543
2026-06,15,257851.81,61884.43,True,0.0461
