month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,24,390998.68,93839.68,True,0.1174
2025-08,21,347588.45,83421.23,True,0.1436
2025-09,19,301196.85,72287.24,True,0.1421
2025-10,22,348316.54,83595.97,True,0.1499
2025-11,23,371635.14,89192.43,True,0.1488
2025-12,20,335962.71,40315.53,False,0.1351
2026-01,20,331587.28,39790.47,False,0.1336
2026-02,21,339344.46,81442.67,True,0.1449
2026-03,22,356906.1,85657.46,True,0.138
2026-04,21,346833.07,41619.97,False,0.1392
2026-05,21,352301.1,84552.26,True,0.1457
2026-06,19,322848.11,38741.77,False,0.1408
