tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,1725291.34,1669600.36,209328.8,True
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,1237977.96,1367823.16,142121.89,True
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-22,2,1209896.65,1209896.65,182463.72,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-23,3,1124007.89,1124007.89,156082.37,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-23,3,1169896.51,1169896.51,149802.35,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-22,2,1381107.81,1295262.45,139115.44,True
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,1356955.18,1356955.18,191569.05,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-22,2,697638.69,697638.69,75813.89,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-21,1,1130794.82,1130794.82,157571.23,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-21,1,1108340.87,1108340.87,130337.72,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-24,4,1236469.88,1236469.88,120849.94,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,1121196.96,1121196.96,135953.97,False
