month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,25,403347.97,96803.51,True,0.0892
2025-08,27,431523.61,103565.67,True,0.1053
2025-09,25,410366.62,98487.99,True,0.0972
2025-10,26,414547.0,99491.28,True,0.0965
2025-11,31,524807.64,125953.83,True,0.0947
2025-12,35,568870.07,136528.82,True,0.0993
2026-01,28,454526.67,109086.4,True,0.1042
2026-02,27,450126.77,54015.21,False,0.0991
2026-03,28,478660.92,57439.31,False,0.0949
2026-04,26,426312.54,102315.01,True,0.0966
2026-05,22,357807.73,42936.93,False,0.0866
2026-06,19,325934.32,78224.24,True,0.0958
