tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-25,5,588134.64,588134.64,64435.91,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,595427.04,595427.04,64257.17,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-21,1,687680.15,687680.15,77787.92,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-21,1,779220.01,779220.01,120802.8,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-21,1,948497.48,948497.48,132269.79,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-22,2,734332.53,734332.53,93037.75,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-21,1,690837.51,690837.51,87214.84,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-21,1,756116.31,756116.31,96309.1,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,737918.78,737918.78,83459.55,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,722330.62,722330.62,81238.08,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-21,1,695280.97,695280.97,117192.32,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,624109.63,624109.63,62911.66,False
