month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,24,393605.63,94465.35,True,0.1578
2025-08,24,384424.3,92261.83,True,0.1598
2025-09,23,372701.35,89448.32,True,0.1714
2025-10,24,389882.39,46785.89,False,0.1701
2025-11,24,389473.68,93473.68,True,0.1766
2025-12,23,386593.26,92782.38,True,0.1818
2026-01,22,366154.86,43938.58,False,0.2219
2026-02,22,345610.57,82946.54,True,0.2136
2026-03,22,375359.87,90086.37,True,0.2171
2026-04,21,344233.33,82616.0,True,0.2305
2026-05,21,338792.83,81310.28,True,0.2324
2026-06,20,338665.23,40639.83,False,0.2387
