tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-30,10,1646454.93,1646454.93,219493.08,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-10-01,11,1578152.24,1578152.24,215522.77,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-29,9,1419102.89,1419102.89,169018.67,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-12-03,13,1643035.84,1500280.58,204991.3,True
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-27,7,1569650.42,1569650.42,172488.32,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-30,10,1401424.28,1401424.28,190337.23,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-03-02,10,1404221.6,1404221.6,167541.18,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-27,7,1534629.2,1534629.2,210644.67,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-21,1,1315770.44,1413181.39,172631.42,True
2026-04-01,GSTR-1/3B,2026-05-20,2026-06-01,12,1462559.09,1462559.09,189993.21,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-27,7,1333794.68,1333794.68,177767.94,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-27,7,1374465.76,1374465.76,148988.92,False
