tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,673877.17,673877.17,92840.19,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,726041.1,726041.1,65276.16,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,740331.05,740331.05,104204.87,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,858915.92,858915.92,105851.61,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,800464.06,800464.06,95487.46,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,795230.29,795230.29,104638.95,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,778894.88,778894.88,70387.1,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,814377.53,814377.53,82004.18,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-26,6,860434.72,860434.72,96504.99,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,848925.44,795820.85,70118.98,True
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,822496.8,822496.8,111434.81,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,789875.92,789875.92,71622.53,False
