month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,38,613176.2,147162.29,True,0.121
2025-08,25,397929.07,95502.98,True,0.1224
2025-09,29,459548.27,110291.58,True,0.1289
2025-10,32,509773.81,122345.71,True,0.1212
2025-11,36,599099.54,143783.89,True,0.1047
2025-12,43,730300.1,175272.02,True,0.1236
2026-01,30,488741.16,117297.88,True,0.1266
2026-02,28,473617.07,113668.1,True,0.1156
2026-03,40,657890.5,78946.86,False,0.1215
2026-04,36,607230.67,145735.36,True,0.1163
2026-05,30,526760.57,126422.54,True,0.1199
2026-06,29,487381.23,58485.75,False,0.1162
