month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,27,436784.59,104828.3,True,0.0339
2025-08,29,473142.26,113554.14,True,0.0369
2025-09,31,512463.46,122991.23,True,0.0359
2025-10,32,532966.83,127912.04,True,0.0416
2025-11,32,519405.27,124657.26,True,0.0274
2025-12,31,498309.17,119594.2,True,0.0296
2026-01,29,486823.69,116837.69,True,0.0554
2026-02,31,515560.29,123734.47,True,0.0387
2026-03,30,513622.97,123269.51,True,0.0461
2026-04,30,502638.34,120633.2,True,0.0451
2026-05,33,532115.4,127707.7,True,0.0297
2026-06,31,515616.83,123748.04,True,0.0397
