tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-21,1,378194.16,378194.16,45233.37,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,374225.21,374225.21,43177.39,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,454775.64,454775.64,50878.03,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,455381.65,455381.65,57694.24,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-24,4,497613.71,497613.71,56752.06,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-21,1,451574.36,451574.36,53486.99,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,483090.24,483090.24,70012.86,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-22,2,466148.74,466148.74,45139.73,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-21,1,514357.3,514357.3,52239.93,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,470044.47,470044.47,71284.07,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-21,1,456012.81,456012.81,57568.08,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,483559.74,483559.74,56313.4,False
