tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,586128.56,586128.56,56615.01,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,609360.81,609360.81,82987.91,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,688792.16,688792.16,83001.5,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,788140.97,788140.97,101793.13,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,860365.39,860365.39,97724.08,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,741927.66,741927.66,82720.94,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,706340.84,706340.84,81801.53,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,682056.7,682056.7,73748.98,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,771674.31,771674.31,92217.1,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,671669.1,671669.1,82776.95,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,697492.25,697492.25,82801.8,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,759927.68,759927.68,93390.98,False
