month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,13,213163.47,51159.23,True,0.0667
2025-08,14,225642.13,54154.11,True,0.0741
2025-09,14,223508.29,53641.99,True,0.0738
2025-10,17,281855.68,67645.36,True,0.0666
2025-11,17,281804.2,67633.01,True,0.0682
2025-12,16,262116.37,62907.93,True,0.0826
2026-01,14,228261.12,54782.67,True,0.0643
2026-02,16,265542.45,63730.19,True,0.0503
2026-03,15,251589.05,60381.37,True,0.0665
2026-04,15,243140.8,29176.9,False,0.0718
2026-05,15,248768.24,59704.38,True,0.0659
2026-06,14,234601.88,56304.45,True,0.0681
