tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,887099.3,887099.3,129579.83,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,863042.1,863042.1,89106.35,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,852059.69,852059.69,103988.84,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,1108791.07,1108791.07,151377.6,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,1232521.69,1232521.69,187850.33,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,1192568.02,1192568.02,143587.29,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,1118931.89,1118931.89,112853.87,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-20,0,1137669.6,1263984.79,181669.9,True
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,1017923.82,1017923.82,118573.81,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,1074293.2,1074293.2,122377.11,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,1034269.59,1034269.59,145919.77,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-20,0,1008042.16,1008042.16,117501.94,False
