month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,6,97282.24,23347.74,True,0.0451
2025-08,6,94141.81,22594.03,True,0.0299
2025-09,6,96753.19,23220.77,True,0.03
2025-10,6,96070.53,23056.93,True,0.0491
2025-11,7,114783.99,27548.16,True,0.0472
2025-12,6,98261.64,23582.79,True,0.0206
2026-01,6,97174.14,23321.79,True,0.0418
2026-02,6,98436.2,23624.69,True,0.0445
2026-03,6,99676.65,23922.4,True,0.0394
2026-04,6,97949.08,23507.78,True,0.0399
2026-05,6,102463.05,24591.13,True,0.0334
2026-06,7,120319.95,28876.79,True,0.0349
