tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,880411.63,880411.63,131257.82,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,879771.39,879771.39,98739.35,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-20,0,854974.26,854974.26,104898.87,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,891722.66,891722.66,111918.58,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-22,2,1019013.81,1019013.81,129219.03,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-20,0,935405.13,935405.13,139414.06,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-21,1,929675.09,929675.09,85005.9,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-21,1,952588.56,952588.56,94884.32,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-22,2,931971.27,931971.27,113485.71,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,888164.73,888164.73,112068.29,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,996221.79,996221.79,97458.12,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-21,1,908741.73,908741.73,82549.23,False
