tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-09-04,15,1350444.42,1350444.42,122198.43,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-10-01,11,1346443.74,1346443.74,122539.09,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-26,6,1487342.85,1487342.85,150307.88,False
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-27,7,1392668.47,1392668.47,168396.36,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-30,10,1460633.39,1460633.39,125584.03,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-31,11,1276927.84,1276927.84,162792.62,False
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-25,5,1317021.04,1317021.04,195935.38,False
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-26,6,1306421.67,1306421.67,142887.47,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-27,7,1197045.74,1197045.74,177856.18,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-20,0,1273567.4,1273567.4,117968.29,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-26,6,1165940.49,1165940.49,147839.35,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-27,7,1183919.77,1183919.77,157841.46,False
