date,inflow_amount,outflow_amount,transaction_count,unique_counterparty_count,refund_rate
2025-07-01,29645.72,22672.96,79,24,0.0485
2025-07-02,42861.62,31589.51,81,37,0.0468
2025-07-03,45899.08,31635.2,100,42,0.048
2025-07-04,42063.6,29190.02,99,39,0.0491
2025-07-05,43839.87,33491.76,100,46,0.0495
2025-07-06,0.0,0.0,0,0,0.0
2025-07-07,43658.22,29145.23,78,44,0.0511
2025-07-08,36989.04,29757.55,91,27,0.0445
2025-07-09,49141.31,36969.48,78,40,0.0519
2025-07-10,31060.54,21049.99,67,31,0.0497
2025-07-11,31374.38,21614.49,64,23,0.049
2025-07-12,74128.62,54025.06,113,65,0.0439
2025-07-13,38457.69,28381.63,86,25,0.0496
2025-07-14,36609.42,25715.91,78,20,0.05
2025-07-15,43268.71,32717.54,76,35,0.0451
2025-07-16,28314.58,19484.41,80,19,0.0493
2025-07-17,42042.38,31094.76,76,33,0.0456
2025-07-18,42938.5,30073.23,68,37,0.0501
2025-07-19,49501.69,35621.4,98,44,0.0533
2025-07-20,44306.85,31472.62,90,59,0.042
2025-07-21,40924.53,28742.4,65,34,0.0494
2025-07-22,32261.61,23130.75,74,36,0.0484
2025-07-23,39032.68,30135.75,88,43,0.0524
2025-07-24,39901.76,28760.89,90,33,0.0463
2025-07-25,38545.92,28326.93,71,31,0.045
2025-07-26,41630.36,30009.73,84,46,0.0501
2025-07-27,47474.31,31532.69,98,37,0.0519
2025-07-28,50813.75,35458.24,76,56,0.0488
2025-07-29,42884.37,32703.45,95,42,0.0455
2025-07-30,34765.96,28741.12,75,30,0.0484
2025-07-31,42687.5,31988.87,87,40,0.0465
2025-08-01,39463.06,27675.54,84,41,0.0508
2025-08-02,43827.79,31391.96,81,38,0.0462
2025-08-03,52008.48,33924.5,81,54,0.0502
2025-08-04,39874.17,25013.28,95,33,0.0483
2025-08-05,37222.59,25776.83,79,28,0.048
2025-08-06,36700.29,25204.29,80,28,0.0499
2025-08-07,43280.16,29562.54,76,39,0.0502
2025-08-08,41651.83,27700.02,78,31,0.0429
2025-08-09,49072.24,34089.92,85,33,0.0489
2025-08-10,47742.99,34057.02,91,48,0.0475
2025-08-11,48194.2,34799.85,80,46,0.0484
2025-08-12,28942.46,19958.98,77,24,0.0482
2025-08-13,33673.66,22803.52,61,31,0.0508
2025-08-14,42854.1,33267.55,85,33,0.0471
2025-08-15,40025.06,31487.03,82,41,0.0454
2025-08-16,51002.9,40768.2,93,42,0.0513
2025-08-17,32807.76,24103.84,73,37,0.0432
2025-08-18,48864.0,35694.32,97,43,0.055
2025-08-19,35935.28,26903.65,82,29,0.0483
2025-08-20,32528.74,25028.65,95,14,0.0456
2025-08-21,29466.69,21289.06,75,34,0.0435
2025-08-22,41371.99,28175.33,99,37,0.051
2025-08-23,41681.41,28070.95,81,32,0.0489
2025-08-24,48837.44,32929.32,102,53,0.0509
2025-08-25,47990.53,37421.6,95,39,0.0445
2025-08-26,41979.54,29763.88,73,36,0.0429
2025-08-27,33234.36,19962.68,82,30,0.0466
2025-08-28,51870.24,38447.59,87,41,0.0469
2025-08-29,46153.11,33102.03,77,39,0.0489
2025-08-30,57679.82,44146.07,89,49,0.047
2025-08-31,38710.75,25586.71,86,43,0.0483
2025-09-01,49719.39,34899.75,100,54,0.048
2025-09-02,26021.31,18725.83,65,20,0.0515
2025-09-03,28996.65,20831.65,76,33,0.0493
2025-09-04,38491.87,27720.55,89,32,0.051
2025-09-05,33930.74,24732.76,80,25,0.0531
2025-09-06,42698.72,30454.99,86,35,0.0505
2025-09-07,40033.82,31826.94,88,45,0.0496
2025-09-08,44414.01,34940.72,86,47,0.0474
2025-09-09,25038.68,19237.26,70,20,0.0468
2025-09-10,34151.66,25514.48,76,36,0.0468
2025-09-11,44831.02,32195.88,78,38,0.0527
2025-09-12,42383.97,31206.2,81,36,0.0471
2025-09-13,38646.05,25924.23,77,37,0.0505
2025-09-14,41680.73,29441.15,87,43,0.0525
2025-09-15,32430.38,21791.63,76,33,0.0434
2025-09-16,37526.04,28991.91,71,33,0.0482
2025-09-17,29413.69,21917.59,52,35,0.0549
2025-09-18,40643.61,31278.28,80,37,0.05
2025-09-19,32609.7,24886.87,83,18,0.0459
2025-09-20,36070.8,27980.63,75,25,0.0457
2025-09-21,57385.88,44527.73,93,42,0.0466
2025-09-22,39930.63,29147.28,80,39,0.0459
2025-09-23,37600.75,28643.68,83,36,0.044
2025-09-24,33248.04,23964.76,74,25,0.0498
2025-09-25,35271.3,28566.63,82,37,0.0493
2025-09-26,32461.09,22104.17,78,33,0.0518
2025-09-27,46851.51,31117.46,93,44,0.0511
2025-09-28,49096.71,39262.58,85,45,0.0461
2025-09-29,38532.46,27087.53,92,39,0.0516
2025-09-30,42724.4,32735.35,92,31,0.0467
2025-10-01,38586.37,24053.37,76,39,0.049
2025-10-02,56629.89,42706.88,86,46,0.0486
2025-10-03,39160.67,27086.39,94,42,0.0477
2025-10-04,78188.11,53979.58,118,61,0.0529
2025-10-05,49076.79,33016.37,97,42,0.0464
2025-10-06,36372.36,25757.08,84,26,0.0454
2025-10-07,43022.16,29867.76,77,35,0.0484
2025-10-08,40584.25,31994.84,85,48,0.0421
2025-10-09,48832.25,38024.39,72,30,0.047
2025-10-10,38647.33,28057.78,74,39,0.0501
2025-10-11,48486.91,36168.04,90,44,0.0546
2025-10-12,51762.46,35880.67,74,46,0.0488
2025-10-13,39893.57,30068.45,81,39,0.0503
2025-10-14,38904.46,30029.39,69,35,0.0513
2025-10-15,51797.34,39467.9,92,47,0.0454
2025-10-16,54171.89,38766.86,85,40,0.0479
2025-10-17,51106.6,37857.36,76,46,0.0532
2025-10-18,55824.72,42280.77,112,44,0.0437
2025-10-19,59514.68,45429.48,98,46,0.0423
2025-10-20,39977.91,28381.34,79,38,0.0488
2025-10-21,37172.96,27098.01,75,45,0.044
2025-10-22,52697.66,40879.8,73,50,0.0458
2025-10-23,34063.34,25671.37,82,26,0.0468
2025-10-24,58429.69,40201.69,97,55,0.0497
2025-10-25,50380.52,36077.47,87,34,0.0453
2025-10-26,59255.14,44421.2,93,54,0.0466
2025-10-27,32254.06,23083.16,76,35,0.0478
2025-10-28,47473.58,31953.31,73,52,0.0455
2025-10-29,39235.49,28942.55,76,43,0.0487
2025-10-30,46744.84,37547.6,87,29,0.0514
2025-10-31,36678.73,26526.53,90,28,0.0435
2025-11-01,46683.91,30143.71,75,45,0.0506
2025-11-02,55322.15,35735.04,84,53,0.0525
2025-11-03,36297.37,27247.16,67,33,0.0514
2025-11-04,47627.51,34573.88,85,40,0.0517
2025-11-05,43524.98,30717.84,91,45,0.0493
2025-11-06,40401.55,30365.04,68,33,0.0498
2025-11-07,44161.66,32307.89,76,28,0.0464
2025-11-08,0.0,0.0,0,0,0.0
2025-11-09,55527.59,36384.91,98,45,0.0442
2025-11-10,43284.41,31820.09,90,44,0.0502
2025-11-11,37955.42,29191.42,76,34,0.0452
2025-11-12,45251.75,33673.16,97,44,0.0505
2025-11-13,54603.5,39648.77,87,42,0.046
2025-11-14,40141.68,27212.12,82,26,0.0475
2025-11-15,35343.7,25231.5,87,29,0.0471
2025-11-16,63109.35,46278.7,96,59,0.0431
2025-11-17,42639.71,29798.39,75,37,0.0483
2025-11-18,48636.62,36872.69,84,36,0.0429
2025-11-19,42752.26,33533.43,87,35,0.0474
2025-11-20,38838.6,30360.83,89,29,0.0493
2025-11-21,41423.94,29582.49,68,39,0.0498
2025-11-22,37366.8,27726.18,79,31,0.0489
2025-11-23,71912.32,49010.57,116,69,0.0463
2025-11-24,36539.38,25161.26,77,40,0.0491
2025-11-25,44042.15,30632.67,82,36,0.0526
2025-11-26,39400.55,29000.0,83,34,0.047
2025-11-27,45110.73,33432.4,82,36,0.0511
2025-11-28,45139.66,32624.18,87,37,0.0452
2025-11-29,56650.99,42376.13,99,43,0.0457
2025-11-30,51356.21,35382.91,91,38,0.0461
2025-12-01,32371.69,22733.58,67,24,0.0467
2025-12-02,45186.62,31440.53,109,31,0.0437
2025-12-03,48744.56,34562.93,102,42,0.0493
2025-12-04,40996.44,30702.47,88,28,0.0483
2025-12-05,48419.2,36235.27,88,40,0.0417
2025-12-06,45838.4,34522.74,85,39,0.0495
2025-12-07,44346.28,29899.46,90,48,0.0484
2025-12-08,40951.06,27313.99,83,38,0.0455
2025-12-09,40014.52,31595.84,92,29,0.0468
2025-12-10,46119.78,31283.69,74,43,0.0509
2025-12-11,38859.7,25677.94,85,34,0.0478
2025-12-12,44022.34,29655.27,67,39,0.0506
2025-12-13,63679.81,46066.56,103,59,0.0474
2025-12-14,54313.19,32195.11,85,54,0.0467
2025-12-15,32318.65,24273.78,82,26,0.049
2025-12-16,31595.92,21616.65,79,32,0.0496
2025-12-17,29505.56,20415.64,73,26,0.0448
2025-12-18,42601.26,30108.5,65,46,0.0545
2025-12-19,35808.46,27341.16,70,32,0.0461
2025-12-20,46288.55,32962.61,81,41,0.0564
2025-12-21,52616.18,37375.89,87,53,0.0482
2025-12-22,37802.42,25736.71,90,22,0.0484
2025-12-23,35057.4,23595.88,92,22,0.0496
2025-12-24,35331.62,24627.76,65,32,0.0496
2025-12-25,0.0,0.0,0,0,0.0
2025-12-26,34898.27,23976.74,82,29,0.0398
2025-12-27,46702.14,33807.04,91,35,0.0471
2025-12-28,38584.72,28554.84,79,27,0.0475
2025-12-29,39621.37,24723.7,60,21,0.0419
2025-12-30,28615.08,20452.72,80,24,0.0475
2025-12-31,51702.95,36171.17,69,51,0.045
2026-01-01,32490.38,23467.12,75,30,0.0527
2026-01-02,35900.58,25895.84,82,32,0.0441
2026-01-03,60266.93,48679.8,92,56,0.0469
2026-01-04,38700.45,30144.08,105,23,0.0467
2026-01-05,32061.29,21056.12,73,21,0.0488
2026-01-06,33821.87,23539.63,84,27,0.046
2026-01-07,36029.19,26020.45,73,28,0.0482
2026-01-08,35436.68,24813.56,75,26,0.0536
2026-01-09,61559.27,46070.69,105,44,0.0512
2026-01-10,54521.85,38848.88,85,57,0.0486
2026-01-11,31809.98,23041.03,66,21,0.0544
2026-01-12,35857.77,24551.14,85,28,0.0453
2026-01-13,48265.36,34438.29,107,41,0.0492
2026-01-14,37511.55,25581.43,87,25,0.0443
2026-01-15,39019.89,27790.67,63,35,0.0523
2026-01-16,46653.04,34835.86,69,35,0.051
2026-01-17,37553.34,27820.61,86,35,0.0473
2026-01-18,36478.17,25650.67,68,30,0.0466
2026-01-19,28844.66,21998.39,70,28,0.0474
2026-01-20,43589.83,31172.42,70,50,0.0504
2026-01-21,30771.08,18821.54,75,30,0.0522
2026-01-22,44382.53,35305.76,74,39,0.0486
2026-01-23,47258.15,31529.77,90,52,0.042
2026-01-24,45220.33,31665.05,66,40,0.0479
2026-01-25,53170.58,39900.48,85,45,0.0477
2026-01-26,32647.17,22771.78,79,41,0.0456
2026-01-27,38312.96,27887.77,72,36,0.0499
2026-01-28,28099.67,18145.42,68,23,0.044
2026-01-29,46976.71,31745.96,80,44,0.0462
2026-01-30,41692.03,29289.78,94,34,0.0481
2026-01-31,50938.47,34780.91,94,48,0.0448
2026-02-01,49072.86,37518.81,83,48,0.0445
2026-02-02,42375.3,28636.19,80,54,0.0537
2026-02-03,37706.83,24506.85,78,36,0.0541
2026-02-04,34584.32,26318.11,75,33,0.053
2026-02-05,37079.28,24342.21,96,29,0.0436
2026-02-06,35704.49,25483.86,76,33,0.045
2026-02-07,42251.05,30702.83,81,39,0.0497
2026-02-08,74124.03,52400.21,131,73,0.0522
2026-02-09,38849.36,26422.87,73,38,0.0487
2026-02-10,40185.2,30757.91,83,42,0.0505
