month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,15,241740.58,58017.74,True,0.1419
2025-08,15,244795.45,58750.91,True,0.1712
2025-09,15,241840.05,58041.61,True,0.1624
2025-10,15,241978.66,29037.44,False,0.1855
2025-11,16,254276.02,61026.24,True,0.2015
2025-12,15,237453.93,56988.94,True,0.2018
2026-01,14,227620.16,54628.84,True,0.2182
2026-02,14,228819.66,54916.72,True,0.2224
2026-03,14,225034.69,27004.16,False,0.2505
2026-04,13,215608.65,51746.08,True,0.2606
2026-05,13,216282.4,51907.78,True,0.2619
2026-06,13,212662.92,51039.1,True,0.2835
