tax_period,return_type,due_date,filing_date,filing_delay_days,turnover_reported_gstr1,turnover_reported_gstr3b,itc_claimed,mismatch_flag
2025-07-01,GSTR-1/3B,2025-08-20,2025-08-20,0,1037848.91,1037848.91,131772.35,False
2025-08-01,GSTR-1/3B,2025-09-20,2025-09-20,0,1056561.9,1056561.9,108918.63,False
2025-09-01,GSTR-1/3B,2025-10-20,2025-10-24,4,1096097.34,966285.89,111214.64,True
2025-10-01,GSTR-1/3B,2025-11-20,2025-11-20,0,1469302.02,1469302.02,157215.14,False
2025-11-01,GSTR-1/3B,2025-12-20,2025-12-20,0,1690546.47,1690546.47,244055.4,False
2025-12-01,GSTR-1/3B,2026-01-20,2026-01-21,1,1347824.68,1474082.36,196271.56,True
2026-01-01,GSTR-1/3B,2026-02-20,2026-02-20,0,1300983.34,1399150.64,122648.65,True
2026-02-01,GSTR-1/3B,2026-03-20,2026-03-21,1,1180067.24,1180067.24,97164.81,False
2026-03-01,GSTR-1/3B,2026-04-20,2026-04-20,0,1350754.81,1350754.81,128596.44,False
2026-04-01,GSTR-1/3B,2026-05-20,2026-05-21,1,1220641.33,1220641.33,119078.21,False
2026-05-01,GSTR-1/3B,2026-06-20,2026-06-20,0,1270881.93,1270881.93,207809.87,False
2026-06-01,GSTR-1/3B,2026-07-20,2026-07-22,2,1137333.22,1137333.22,157182.32,False
