month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,13,209971.72,50393.21,True,0.064
2025-08,14,218030.94,52327.43,True,0.0729
2025-09,14,225822.28,54197.35,True,0.0714
2025-10,15,245181.31,29421.76,False,0.0814
2025-11,17,263016.52,63123.96,True,0.0657
2025-12,15,247568.13,59416.35,True,0.0734
2026-01,14,224088.77,53781.3,True,0.0684
2026-02,16,255918.05,61420.33,True,0.0607
2026-03,14,236382.85,56731.88,True,0.0766
2026-04,14,234940.07,56385.62,True,0.0629
2026-05,15,250329.61,60079.11,True,0.0601
2026-06,14,228812.71,54915.05,True,0.0786
