month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,22,341580.03,81979.21,True,0.0299
2025-08,23,374568.9,89896.54,True,0.0279
2025-09,24,381464.04,91551.37,True,0.0383
2025-10,25,415225.51,99654.12,True,0.0293
2025-11,26,424160.99,101798.64,True,0.0314
2025-12,24,401721.64,96413.19,True,0.0312
2026-01,24,401090.64,96261.75,True,0.0392
2026-02,24,391589.63,93981.51,True,0.0274
2026-03,25,395602.8,94944.67,True,0.0419
2026-04,25,412085.37,98900.49,True,0.039
2026-05,24,399715.01,95931.6,True,0.032
2026-06,25,423162.74,101559.06,True,0.0358
