date,inflow_amount,outflow_amount,transaction_count,unique_counterparty_count,refund_rate
2025-07-01,50411.68,35558.15,83,48,0.0275
2025-07-02,48969.57,34143.73,73,40,0.0222
2025-07-03,63987.65,46790.03,100,62,0.0264
2025-07-04,57844.52,41412.55,85,50,0.0337
2025-07-05,83609.07,60990.15,118,66,0.029
2025-07-06,0.0,0.0,0,0,0.0
2025-07-07,50385.42,30901.42,106,43,0.0323
2025-07-08,55906.56,38736.44,96,60,0.0251
2025-07-09,44965.32,31754.01,83,37,0.0276
2025-07-10,49794.4,37001.72,79,52,0.0292
2025-07-11,56994.63,44527.6,101,45,0.0307
2025-07-12,75492.33,50904.09,114,83,0.0291
2025-07-13,87409.54,62755.48,131,79,0.0266
2025-07-14,60749.24,41475.1,97,41,0.0254
2025-07-15,39512.51,29228.87,85,37,0.0249
2025-07-16,42781.14,30777.82,73,30,0.0312
2025-07-17,43777.68,33753.22,73,44,0.0255
2025-07-18,43800.27,34442.87,93,30,0.0261
2025-07-19,68079.87,54084.93,106,64,0.0255
2025-07-20,69300.3,45615.2,94,50,0.0254
2025-07-21,54688.93,38346.02,74,50,0.0273
2025-07-22,63119.41,45496.44,80,50,0.0261
2025-07-23,48228.7,33982.87,97,37,0.0249
2025-07-24,55262.38,40193.52,109,48,0.0254
2025-07-25,0.0,0.0,0,0,0.0
2025-07-26,74909.72,54778.93,111,63,0.0287
2025-07-27,61169.27,44179.27,97,48,0.0298
2025-07-28,48783.99,34582.3,90,46,0.0315
2025-07-29,55167.76,41265.0,80,49,0.0245
2025-07-30,48872.77,37399.41,95,32,0.0207
2025-07-31,52546.29,34325.83,90,51,0.0253
2025-08-01,44069.6,32297.56,79,42,0.0284
2025-08-02,61259.47,42435.49,94,47,0.0243
2025-08-03,59119.95,44667.44,81,54,0.0294
2025-08-04,57086.06,40254.08,94,51,0.0223
2025-08-05,51791.91,38031.12,85,46,0.0278
2025-08-06,62056.6,45998.54,101,58,0.0294
2025-08-07,59065.64,39903.33,78,44,0.0323
2025-08-08,55625.95,42557.8,85,51,0.025
2025-08-09,78684.2,51477.76,125,71,0.0273
2025-08-10,78422.04,58747.39,118,70,0.0244
2025-08-11,43211.85,31183.9,82,38,0.0234
2025-08-12,72858.39,55460.59,91,55,0.0273
2025-08-13,66078.87,41811.76,100,60,0.0258
2025-08-14,64576.16,47978.38,103,51,0.0257
2025-08-15,46522.63,34958.82,92,35,0.0269
2025-08-16,89908.25,65518.69,110,87,0.0255
2025-08-17,69754.62,51992.04,101,66,0.0311
2025-08-18,54188.42,38501.32,87,44,0.0281
2025-08-19,64565.93,44846.89,110,61,0.0312
2025-08-20,55646.72,39914.54,97,42,0.0268
2025-08-21,61056.01,43208.52,89,41,0.0261
2025-08-22,51099.32,33888.87,100,39,0.0262
2025-08-23,82980.87,63400.48,126,68,0.0259
2025-08-24,87951.22,64939.41,143,71,0.029
2025-08-25,44464.13,33259.97,79,32,0.0248
2025-08-26,52833.12,38698.06,97,53,0.0289
2025-08-27,51224.95,35767.42,81,56,0.0254
2025-08-28,68399.51,48321.55,86,49,0.0355
2025-08-29,63236.95,49451.87,96,65,0.0348
2025-08-30,87056.57,57532.81,119,81,0.0291
2025-08-31,51989.67,35939.36,80,42,0.0275
2025-09-01,66525.12,48275.96,109,58,0.0262
2025-09-02,55643.78,40196.41,84,51,0.0292
2025-09-03,64800.42,50735.7,86,67,0.0289
2025-09-04,53993.25,44069.86,102,50,0.0271
2025-09-05,53591.78,42235.49,89,65,0.0302
2025-09-06,70348.53,52868.24,78,54,0.0303
2025-09-07,64475.87,41939.14,109,75,0.0237
2025-09-08,63610.38,46843.94,103,53,0.0283
2025-09-09,66598.5,47995.84,101,58,0.0316
2025-09-10,48262.02,30124.56,98,49,0.0277
2025-09-11,55304.86,40262.85,103,58,0.0211
2025-09-12,53499.06,43967.62,88,47,0.0254
2025-09-13,72053.83,55611.07,112,54,0.0279
2025-09-14,76759.98,55073.21,119,62,0.0318
2025-09-15,47968.96,34916.96,99,44,0.0293
2025-09-16,63400.51,47887.95,100,45,0.0254
2025-09-17,55494.45,37961.62,114,58,0.0319
2025-09-18,55632.01,36914.69,103,40,0.0294
2025-09-19,60637.64,41388.58,75,60,0.0267
2025-09-20,74824.11,50454.16,120,67,0.0276
2025-09-21,74877.43,52529.87,85,58,0.022
2025-09-22,59813.72,43030.59,104,60,0.0245
2025-09-23,58892.29,45752.15,77,60,0.0308
2025-09-24,59532.66,42389.89,103,70,0.023
2025-09-25,64686.89,43498.78,104,60,0.0292
2025-09-26,0.0,0.0,0,0,0.0
2025-09-27,53844.25,40134.66,86,40,0.0336
2025-09-28,74725.94,53640.23,101,81,0.0262
2025-09-29,54743.58,42172.14,92,44,0.0253
2025-09-30,59858.93,39807.84,88,59,0.0284
2025-10-01,73332.6,52258.86,112,70,0.0284
2025-10-02,85712.9,63149.48,93,72,0.0284
2025-10-03,78602.64,50076.82,99,59,0.0272
2025-10-04,67930.97,48857.54,92,70,0.028
2025-10-05,55183.56,39583.99,79,57,0.0337
2025-10-06,44285.44,32460.46,85,41,0.027
2025-10-07,64429.88,47837.88,102,52,0.0277
2025-10-08,70322.68,48725.22,84,56,0.0293
2025-10-09,60309.17,46515.07,119,58,0.0309
2025-10-10,0.0,0.0,0,0,0.0
2025-10-11,79710.64,55303.82,110,65,0.0306
2025-10-12,54523.97,42857.69,95,50,0.0238
2025-10-13,62917.94,42902.53,110,73,0.0308
2025-10-14,49851.85,35606.68,102,50,0.0266
2025-10-15,68318.8,47604.95,104,64,0.0257
2025-10-16,67949.11,49620.94,92,55,0.0277
2025-10-17,59232.49,42525.96,77,54,0.0242
2025-10-18,107639.08,77692.37,150,98,0.0288
2025-10-19,60260.54,42605.13,92,58,0.0262
2025-10-20,66625.13,49669.35,104,64,0.0296
2025-10-21,66571.98,52563.04,88,61,0.0286
2025-10-22,74438.16,54505.29,108,57,0.0248
2025-10-23,106825.25,80240.13,131,89,0.028
2025-10-24,66350.94,47023.8,102,56,0.0253
2025-10-25,78761.77,55746.39,104,52,0.0307
2025-10-26,81514.79,52457.29,120,66,0.0248
2025-10-27,70390.9,52627.05,103,73,0.0275
2025-10-28,80259.32,59063.53,98,82,0.0289
2025-10-29,53420.91,39833.38,88,44,0.0301
2025-10-30,70807.32,50681.05,92,62,0.0236
2025-10-31,72347.65,53407.35,100,60,0.0302
2025-11-01,94137.6,65566.36,116,77,0.0291
2025-11-02,97695.0,68758.23,114,73,0.0283
2025-11-03,68703.46,51431.26,110,70,0.03
2025-11-04,67899.32,49801.34,109,53,0.0304
2025-11-05,84722.95,61924.04,100,76,0.0289
2025-11-06,81949.04,58754.35,95,71,0.0233
2025-11-07,0.0,0.0,0,0,0.0
2025-11-08,76681.52,55790.57,97,65,0.0201
2025-11-09,86524.17,66171.78,125,86,0.0249
2025-11-10,73537.84,54570.92,123,81,0.029
2025-11-11,79850.0,55940.95,104,76,0.0196
