month,employee_count,wage_bill,pf_contribution_amount,pf_contribution_on_time,employee_churn_rate
2025-07,32,515924.16,123821.8,True,0.1537
2025-08,36,557431.42,133783.54,True,0.1503
2025-09,40,660385.15,79246.22,False,0.1533
2025-10,34,544643.05,130714.33,True,0.1448
2025-11,38,604526.18,145086.28,True,0.1787
2025-12,27,438965.67,105351.76,True,0.1432
2026-01,45,760212.76,182451.06,True,0.1601
2026-02,42,686074.73,82328.97,False,0.1495
2026-03,43,712774.5,171065.88,True,0.1519
2026-04,34,559562.03,134294.89,True,0.1564
2026-05,39,643855.79,154525.39,True,0.1619
2026-06,40,647572.5,155417.4,True,0.1648
